Pattern,ClusterNumber1,,Count,Cluster_number.Record.,paste..Cluster....Cluster_number.Record..
本品[Number][Unit]中[ActIngreName][Number][Unit][ActIngreName][Number][Unit][ActIngreName][Number][Unit][ActIngreName][Number][Unit][ActIngreName][Number][Unit][ActIngreName][Number][Unit][ActIngreName][Number][Unit][ActIngreName]適量を含む,47,17,1,7,Cluster  7
本品[Number][Unit]中[ActIngreName][Number][Unit][ActIngreName][Number][Unit][ActIngreName][Number][Unit][ActIngreName][Number][Unit]を含有する,47,17,2,7,Cluster  7
本品[Number][Unit]中[ActIngreName][Number][Unit][ActIngreName][Number][Unit][ActIngreName][Number][Unit]から得られる抽出物,47,17,1,7,Cluster  7
本品[Number][Unit]中[ActIngreName][Number][Unit][ActIngreName][Number][Unit][ActIngreName][Number][Unit]の[Number][Unit][ActIngreName]を含む,47,17,1,7,Cluster  7
本品[Number][Unit]中[ActIngreName][Number][Unit][ActIngreName][Number][Unit][ActIngreName][Number][Unit]を含む,47,17,2,7,Cluster  7
本品[Number][Unit]中[ActIngreName][Number][Unit][ActIngreName][Number][Unit][ActIngreName][Number][Unit]上記の割合で得た[Form][Number][Unit]と[ActIngreName][Number][Unit][ActIngreName][Number][Unit]を含有する,74,16,1,7,Cluster  7
本品[Number][Unit]中[ActIngreName][Number][Unit][ActIngreName][Number][Unit]を含む,47,17,5,7,Cluster  7
本品[Number][Unit]中[ActIngreName][Number][Unit][ActIngreName][Number][Unit]を含有する,47,17,1,7,Cluster  7
本品[Number][Unit]中[ActIngreName][Number][Unit][ActIngreName]適量を含む,47,17,1,7,Cluster  7
本品[Number][Unit]中[ActIngreName][Number][Unit]の[Number][Unit][ActIngreName]を含む,47,17,1,7,Cluster  7
本品[Number][Unit]中[ActIngreName][Number][Unit]の[Number][Unit][ActIngreName]を含有する,47,17,1,7,Cluster  7
本品[Number][Unit]中[ActIngreName][Number][Unit]を含む,47,17,18,7,Cluster  7
本品[Number][Unit]中[ActIngreName][Number][Unit]を含む[Form]である,74,16,1,7,Cluster  7
本品[Number][Unit]中[ActIngreName][Number][Unit]を含む本品は,47,17,1,7,Cluster  7
本品[Number][Unit]中[ActIngreName][Number][Unit]を含む本品は[ActIngreName][Color][Form]を基剤とする,74,16,1,7,Cluster  7
本品[Number][Unit]中[ActIngreName][Number][Unit]を含有する,47,17,11,7,Cluster  7
本品[Number][Unit]中[ActIngreName][Number][Unit]を含有する[Form]である,74,16,1,7,Cluster  7
本品[Number][Unit]中[ActIngreName][Number][Unit]及び非イオン性界面活性剤,65,14,1,7,Cluster  7
本品[Number][Unit]中[ActIngreName][Number][Unit]含有,47,17,30,7,Cluster  7
本品[Number][Unit]中[ActIngreName][Number][Unit]含有する,47,17,1,7,Cluster  7
本品[Number][Unit]中[ActIngreName][Number][Unit]含有（[ActIngreName]（[Fomula]：[Number]）[Number][Unit]を含む）,85,18,1,7,Cluster  7
本品[Number][Unit]中[ActIngreName][Number][Unit]（[ActIngreName]として[Number][Unit]）,47,17,5,7,Cluster  7
本品[Number][Unit]中[ActIngreName][Number][Unit]（[ActIngreName]として[Number][Unit]）を含む,47,17,1,7,Cluster  7
本品[Number][Unit]中[ActIngreName][Number][Unit]（[Number][Unit]）,47,17,1,7,Cluster  7
本品[Number][Unit]中[ActIngreName][Number][Unit]（[Number][Unit]）<<BR>>（総[ActIngreName]として[Number][Unit]を含む）,47,17,1,7,Cluster  7
本品[Number][Unit]中[ActIngreName][Number]）[Number][Unit]を含有する,85,18,10,7,Cluster  7
本品[Number][Unit]中[ActIngreName]（[ActIngreName]）[Number][Unit]含有,47,17,1,7,Cluster  7
本品[Number][Unit]中[ActIngreName]（[Fomula]）[Number][Unit],85,18,1,7,Cluster  7
本品[Number][Unit]中[ActIngreName]（[Fomula]）[Number][Unit][ActIngreName]適量を含む,85,18,1,7,Cluster  7
本品[Number][Unit]中[ActIngreName]（[Fomula]）[Number][Unit]を含む,85,18,2,7,Cluster  7
本品[Number][Unit]中[ActIngreName]（[Fomula]）[Number][Unit]日本政府所定[ActIngreName]（[Fomula]）[Number][Unit]法定色素（[Color][Number]号）[ActIngreName]適量を含む,85,18,1,7,Cluster  7
本品[Number][Unit]中[ActIngreName]（[Fomula]：[Number]）[Number][Unit],85,18,1,7,Cluster  7
本品[Number][Unit]中[BrandName][Number][Unit]含有<<BR>><BR>［トウ[ActIngreName]ＲｉｃｉｎｕｓｃｏｍｍｕｎｉｓＬｉｎｎｅ（Ｅｕｐｈｏｒｂｉａｃｅａｅ）の種子を圧搾して得た[Form]である］,74,16,1,7,Cluster  7
本品[Number][Unit]中[BrandName][Number][Unit]含有<<BR>>本品を乾燥したものは定量するとき[ActIngreName]（[Fomula]：[Number]）[Number][Unit]以上を含む,14,21,1,7,Cluster  7
本品[Number][Unit]中に[ActIngreName][Number][Unit][ActIngreName][Number][Unit][ActIngreName][Number][Unit],47,17,1,7,Cluster  7
本品[Number][Unit]中に[ActIngreName][Number][Unit][ActIngreName][Number][Unit][ActIngreName][Number][Unit][ActIngreName]適量を含む,47,17,3,7,Cluster  7
本品[Number][Unit]中に[ActIngreName][Number][Unit][ActIngreName][Number][Unit][ActIngreName][Number][Unit]の可溶成分を含む[Form]である,74,16,1,7,Cluster  7
本品[Number][Unit]中に[ActIngreName][Number][Unit][ActIngreName][Number][Unit][ActIngreName][Number][Unit]含有,47,17,1,7,Cluster  7
本品[Number][Unit]中に[ActIngreName][Number][Unit][ActIngreName]適量を含む,47,17,1,7,Cluster  7
本品[Number][Unit]中に[ActIngreName][Number][Unit]を含む,47,17,6,7,Cluster  7
本品[Number][Unit]中に[ActIngreName][Number][Unit]を含む本品は[ActIngreName][ActIngreName][Number]及び[ActIngreName][Number]の質量の割合からなる,85,18,1,7,Cluster  7
本品[Number][Unit]中に[ActIngreName][Number][Unit]を含有する,47,17,5,7,Cluster  7
本品[Number][Unit]中に[ActIngreName][Number][Unit]を含有する[Form]である,74,16,1,7,Cluster  7
本品[Number][Unit]中に[ActIngreName][Number][Unit]（[ActIngreName]として[Number][Unit]）,47,17,2,7,Cluster  7
本品[Number][Unit]中に[ActIngreName][Number][Unit]（[Number][Unit]）を含む,47,17,1,7,Cluster  7
本品[Number][Unit]中に[ActIngreName][Number]）[Number][Unit]を含有する,85,18,12,7,Cluster  7
本品[Number][Unit]中に[ActIngreName]を[Number][Unit]を含有する,47,17,1,7,Cluster  7
本品[Number][Unit]中下記成分分量を含む<<BR>><BR>[ActIngreName][Number][Unit][ActIngreName][Number][Unit],47,17,1,7,Cluster  7
本品[Number][Unit]中有効成分として[ActIngreName][Number][Unit],47,17,1,7,Cluster  7
本品[Number][Unit]中有効成分として[ActIngreName][Number][Unit][ActIngreName][Number][Unit],47,17,1,7,Cluster  7
本品[Number][Unit]中次の成分を含む[ActIngreName][Number][Unit][ActIngreName][Number][Unit][ActIngreName][Number][Unit],47,17,1,7,Cluster  7
本品[Number][Unit]中次の成分を含む[ActIngreName][Number][Unit][ActIngreName][Number][Unit][ActIngreName][Number][Unit][ActIngreName][Number][Unit],47,17,1,7,Cluster  7
本品[Number][Unit]中次の成分を含む[ActIngreName][Number][Unit][ActIngreName][Number][Unit][ActIngreName][Number][Unit][ActIngreName][Number][Unit][ActIngreName][Number][Unit][ActIngreName][Number][Unit],47,17,1,7,Cluster  7
本品は[ActIngreName][ActIngreName][ActIngreName][ActIngreName][Number][ActIngreName][ActIngreName][ActIngreName]を含む,99,13,1,7,Cluster  7
本品は[ActIngreName][ActIngreName][Number]及び[ActIngreName][Number]の質量の割合からなる,99,13,1,7,Cluster  7
本品は[ActIngreName][ActIngreName]又はその混合物である本品を乾燥したものを定量するとき[ActIngreName]［[ActIngreName]（[Fomula]）］[Number][Unit]以上を含む,14,21,1,7,Cluster  7
本品は[ActIngreName][Number][Unit][ActIngreName][Number][Unit]を含有する,47,17,1,7,Cluster  7
本品は[ActIngreName][Number][Unit][ActIngreName][Number][Unit]及び非イオン性界面活性剤,65,14,1,7,Cluster  7
本品は[ActIngreName][Number][Unit]を含む,39,15,4,7,Cluster  7
本品は[ActIngreName][Number][Unit]及び非イオン性界面活性剤,65,14,1,7,Cluster  7
本品は[ActIngreName][Number][Unit]含有する,47,17,1,7,Cluster  7
本品は[ActIngreName][Number][Unit]政府所定[ActIngreName][Number][Unit]を含む,39,15,1,7,Cluster  7
本品は[ActIngreName]で[ActIngreName]（[Fomula]）[Number][Unit]以上を含む,39,15,1,7,Cluster  7
本品は[ActIngreName]である<<BR>>本品は乳から得られる天然の二糖類で[Number][Unit]の＄と[Number][Unit]の＄から成る,39,15,3,7,Cluster  7
本品は[ActIngreName]である<<BR>>本品は定量するとき[ActIngreName]（[Fomula]：[Number]）[Number][Unit]を含む<<BR>>沈降試験を行うとき[Number][Unit]の目盛以下のものは別名として重質[ActIngreName]と表示することができる,14,21,1,7,Cluster  7
本品は[ActIngreName]と[Form]との付加重合体でＨＯＣＨ[Number]（ＣＨ[Number]ＯＣＨ[Number]）ｎＣＨ[Number]ＯＨで表されｎが[Number]及び[Number]の等量混合物である,99,13,1,7,Cluster  7
本品は[ActIngreName]と[Form]との付加重合体でＨＯＣＨ[Number]（ＣＨ[Number]ＯＨ[Number]）ｎＣＨ[Number]ＯＨで表されｎが[Number]及び[Number]の等量混合物である,99,13,1,7,Cluster  7
本品は[ActIngreName]の[Form]で乾燥したものは定量するとき[ActIngreName][Number][Unit]以上を含む,14,21,5,7,Cluster  7
本品は[ActIngreName]の[Form]で乾燥したものは定量するとき[ActIngreName]（[Fomula]：[Number]）[Number][Unit]を含む,14,21,1,7,Cluster  7
本品は[ActIngreName]を[ActIngreName]でけん化したもので脂肪酸として[Number][Unit]以上を含む,39,15,1,7,Cluster  7
本品は[ActIngreName]を高圧蒸気法により滅菌したものである,99,13,1,7,Cluster  7
本品は[ActIngreName]製剤で[ActIngreName]（[Fomula]）[Number][Unit]を含む,39,15,1,7,Cluster  7
本品は[ActIngreName]（[Fomula]）[Number][Unit],39,15,1,7,Cluster  7
本品は[ActIngreName]（[Fomula]）[Number][Unit]を含む,39,15,10,7,Cluster  7
本品は[ActIngreName]（[Fomula]）[Number][Unit]を含有する,39,15,2,7,Cluster  7
本品は[ActIngreName]（[Fomula]）[Number][Unit]以上を含む,39,15,5,7,Cluster  7
本品は[ActIngreName]（[Fomula]：[Number]）[Number][Unit]を含む,39,15,2,7,Cluster  7
本品は[ActIngreName]（[Fomula]：[Number]）[Number][Unit]を含有する,85,18,1,7,Cluster  7
本品は[ActIngreName]（[Fomula]：[Number]）[Number][Unit]以上を含む,39,15,2,7,Cluster  7
本品は[ActIngreName]（Ｃ[Number]Ｈ[Number][Unit][Number]ＯＣ[Number]Ｈ[Number]Ｏ[Number]Ｈ[Number]Ｏ）[Number][Unit]を含む,39,15,1,7,Cluster  7
本品は[ActIngreName]ＭｅｎｔｈａａｒｖｅｎｓｉｓＬｉｎｎｅ’ｖａｒ．ｐｉｐｅｒａｓｃｅｎｓＭａｌｉｎｖａｕｄ（Ｌａｂｉａｔａｅ）の地上部を[Form]蒸気蒸留して得た[Form]を冷却し固形分を除去した[Form]である本品は定量するとき[ActIngreName]（[Fomula]：[Number]）として[Number][Unit]以上を含む,14,21,1,7,Cluster  7
本品は[ActIngreName]ＳｅｓａｍｕｍｉｎｄｉｃｕｍＬｉｎｎｅ（Ｐｅｄａｌｉａｃｅａｅ）の種子から得た[Form]である,99,13,1,7,Cluster  7
本品は[BrandName][Form]和物の[Form]で乾燥したものは定量するとき[BrandName][Form]和物[Number][Unit]以上を含む,14,21,1,7,Cluster  7
本品は[BrandName]の[Form]で乾燥したものは定量するとき[BrandName][Number][Unit]以上を含む,14,21,1,7,Cluster  7
本品は[BrandName]の原薬である,99,13,4,7,Cluster  7
本品は[BrandName]（[Fomula]）[Number][Unit]以上を含む,43,20,1,7,Cluster  7
本品は[Number][Unit]で[ActIngreName]（[Fomula]）[Number][Unit]を含む,39,15,2,7,Cluster  7
本品は[Number][Unit]で[ActIngreName]（[Fomula]）[Number][Unit]を含む（比重による）,39,15,8,7,Cluster  7
本品は[Number][Unit]で[ActIngreName]（[Fomula]）[Number][Unit]以上を含む,39,15,1,7,Cluster  7
本品は[Number][Unit]で[ActIngreName]（[Fomula]：[Number]）[Number][Unit]を含む,39,15,1,7,Cluster  7
本品は[Number][Unit]で[ActIngreName]（[Fomula]：[Number]）[Number][Unit]を含む（比重による）,39,15,9,7,Cluster  7
本品は[Number][Unit]で[ActIngreName]（[Fomula]：[Number]）[Number][Unit]以上を含む（比重による）,39,15,2,7,Cluster  7
本品は[Number][Unit]で[BrandName]（[Fomula]）[Number][Unit]を含む,43,20,2,7,Cluster  7
本品は[Number][Unit]で[BrandName]（[Fomula]：[Number]）[Number][Unit]を含む（比重による）,43,20,1,7,Cluster  7
本品は[Number][Unit]中[ActIngreName][Number][Unit][ActIngreName]適量を含む,47,17,1,7,Cluster  7
本品は[Number][Unit]中[ActIngreName][Number][Unit]を含む[Form]である,74,16,1,7,Cluster  7
本品は[Number][Unit]中[ActIngreName][Number][Unit]を含有する,47,17,1,7,Cluster  7
本品は[Number][Unit]中[ActIngreName][Number][Unit]含有（[ActIngreName]（[Fomula]：[Number]）[Number][Unit]含有）,85,18,1,7,Cluster  7
本品は[Number][Unit]中に[ActIngreName][Number][Unit][ActIngreName][Number][Unit][ActIngreName][Number][Unit]を含有する,47,17,1,7,Cluster  7
本品は[Number][Unit]中に[ActIngreName][Number][Unit]を含む,47,17,2,7,Cluster  7
本品は[Number][Unit]中に[ActIngreName][Number][Unit]を含有する,47,17,3,7,Cluster  7
本品は[Number][Unit]中に[ActIngreName][Number][Unit]を含有する[Color]の凍結乾燥品である,47,17,2,7,Cluster  7
本品は[Number][Unit]中に[ActIngreName][Number][Unit]を含有する[Form]である,74,16,2,7,Cluster  7
本品は[Number][Unit]中に[ActIngreName]（[Fomula]：[Number]）[Number][Unit][ActIngreName]適量を含む,85,18,1,7,Cluster  7
本品は[Number][Unit]当たり[ActIngreName][Number][Unit][ActIngreName][Number][Unit]及び[ActIngreName][Number][Unit]をとり[Number][Unit][ActIngreName]で浸出して製した[Form]の製剤である,74,16,1,7,Cluster  7
本品は[Number][Unit]当たり[ActIngreName][Number][Unit]をほとんど飽和させた[Color]な[Form]である,74,16,1,7,Cluster  7
本品は「[ActIngreName]」にその[Number][Unit]に相当する[ActIngreName]を加えて[Form]にしたものである（[ActIngreName][Number][Unit]以上含有）,74,16,1,7,Cluster  7
本品は「[ActIngreName]」の[Form]である,99,13,3,7,Cluster  7
本品は「[ActIngreName]」の[Form]である<<BR>>[Number][Unit]中[ActIngreName][Number][Unit]<<BR>>[ActIngreName]適量,74,16,1,7,Cluster  7
本品はオリーブの果実を圧搾して得た[Form]である,99,13,1,7,Cluster  7
本品はジャガイモの[Form]茎から得たでんぷんである,99,13,1,7,Cluster  7
本品はダイズＧｌｙｃｉｎｅｍａｘＭｅｒｒｉｌｌ（Ｌｅｇｕｍｉｎｏｓａｅ）の種子から得た[Form]である,99,13,1,7,Cluster  7
本品はトウ[ActIngreName]ＲｉｃｉｎｕｓｃｏｍｍｕｎｉｓＬｉｎｎｅ’（Ｅｕｐｈｏｒｂｉａｃｅａｅ）の種子を圧搾して得た[Form]である,99,13,2,7,Cluster  7
本品はトウ[ActIngreName]ＲｉｃｉｎｕｓｃｏｍｍｕｎｉｓＬｉｎｎｅ（Ｅｕｐｈｏｒｂｉａｃｅａｅ）の種子を圧搾して得た[Form]である,99,13,1,7,Cluster  7
本品はトウモロコシＺｅａｍａｙｓＬｉｎｎｅ（Ｇｒａｍｉｎｅａｅ）の種子から得たでんぷんである,99,13,1,7,Cluster  7
本品はヒツジＯｖｉｓａｒｉｅｓＬｉｎｎｅ（Ｂｏｖｉｄａｅ）の毛から得た脂肪よう物質を精製したものである,99,13,1,7,Cluster  7
本品はブタの膵臓から製したものででんぷん消化力たん白消化力及び脂肪消化力がある[Form]であり[Number][Unit]当たり[Number][Unit]以上[Number]たん白消化力単位以上及び[Number][Unit]以上を含む,94,19,1,7,Cluster  7
本品はヨーロッパミツバチ又はトウヨウミツバチがその巣に集めた[Taste]物を採取したものである,99,13,1,7,Cluster  7
本品は主として麦芽から製したものででんぷん消化力がある[Form]であり定量するとき[Number][Unit]当たり[Number][Unit]以上を含む,94,19,1,7,Cluster  7
本品は主として麦芽から製したものででんぷん消化力がある[Form]である本品は定量するとき[Number][Unit]当たり[Number][Unit]以上を含む,94,19,1,7,Cluster  7
本品は天然の[ActIngreName]でときに少量の[ActIngreName]を含む,99,13,2,7,Cluster  7
本品は天然の含[Form]ケイ酸マクネシウムでときに少量の[ActIngreName]を含む,99,13,1,7,Cluster  7
本品は定量するとき[ActIngreName][Number][Unit]を含む,14,21,2,7,Cluster  7
本品は定量するとき[ActIngreName]（[Fomula]）[Number][Unit]を含む,14,21,9,7,Cluster  7
本品は定量するとき[ActIngreName]（[Fomula]）[Number][Unit]以上を含む,14,21,8,7,Cluster  7
本品は定量するとき[ActIngreName]（[Fomula]：[Number]）[Number][Unit]を含む,14,21,11,7,Cluster  7
本品は定量するとき[ActIngreName]（[Fomula]：[Number]）[Number][Unit]を含む<<BR>>[Number][Unit]中<<BR>>[ActIngreName][Number][Unit]<<BR>>[ActIngreName]適量,14,21,1,7,Cluster  7
本品は定量するとき[ActIngreName]（[Fomula]：[Number]）[Number][Unit]を含む<<BR>>[Number][Unit]中[ActIngreName][Number][Unit],14,21,1,7,Cluster  7
本品は定量するとき[ActIngreName]（[Fomula]：[Number]）[Number][Unit]以上を含む,14,21,2,7,Cluster  7
本品は定量するとき[ActIngreName]（[Fomula]：[Number]）[Number][Unit]以上を含む<<BR>>（本品は[ActIngreName]にその[Number][Unit]に相当する[ActIngreName]を加えて[Form]にしたものである）,14,21,1,7,Cluster  7
本品は定量するとき[ActIngreName]（[Fomula]：[Number]）[Number][Unit]（本品[Number][Unit]中に[ActIngreName][Number][Unit],14,21,1,7,Cluster  7
本品は定量するとき[ActIngreName]（[Fomula]：[Number]）[Number][Unit]（本品[Number][Unit]中に[ActIngreName][Number][Unit][ActIngreName]適量）を含む,14,21,1,7,Cluster  7
本品は定量するとき[ActIngreName]（[Fomula]：[Number]）として[Number][Unit]を含む,14,21,1,7,Cluster  7
本品は定量するとき[ActIngreName]（[Fomula]：[Number]）として[Number][Unit]以上を含む,14,21,1,7,Cluster  7
本品は定量するとき[ActIngreName]（Ｉ：[Number]）[Number][Unit]及び[ActIngreName]（[Fomula]：[Number]）[Number][Unit]を含む[Number][Unit]中[ActIngreName][Number][Unit][ActIngreName][Number][Unit][Number][Unit][ActIngreName],14,21,2,7,Cluster  7
本品は定量するとき[BrandName]（[Fomula]）[Number][Unit]を含む,43,20,2,7,Cluster  7
本品は定量するとき[Number]超[Number][Unit]の[ActIngreName]（Ｃ[Number]Ｈ[Number][Fomula]Ｎとして）を含む,14,21,1,7,Cluster  7
本品は定量するとき換算した[ActIngreName]に対し[ActIngreName]（[Fomula]）[Number][Unit]を含む,14,21,2,7,Cluster  7
